UNITID,CIPCODE,MAJORNUM,AWLEVEL,XCTOTALT,CTOTALT
204264,"11.0101",1,5,"R",4
204264,"11.0103",1,5,"R",2
204264,"11.0104",1,5,"R",0
204264,"11.0104",1,7,"R",0
204264,"13.0101",1,5,"R",12
204264,"13.0101",1,7,"R",15
204264,"13.0301",1,7,"R",0
204264,"13.0401",1,7,"R",3
204264,"13.0411",1,7,"R",0
204264,"13.0699",1,7,"R",0
204264,"13.1001",1,5,"R",3
204264,"13.1001",1,7,"R",32
204264,"13.1004",1,7,"R",4
204264,"13.1201",1,7,"R",3
204264,"13.1203",1,5,"R",5
204264,"13.1203",1,7,"R",0
204264,"13.1210",1,5,"R",5
204264,"13.1210",1,7,"R",2
204264,"13.1299",1,7,"R",3
204264,"13.1302",1,7,"R",0
204264,"13.1307",1,5,"R",0
204264,"13.1312",1,5,"R",1
204264,"13.1312",1,7,"R",0
204264,"13.1314",1,5,"R",1
204264,"13.1315",1,7,"R",14
204264,"13.1316",1,7,"R",2
204264,"13.1401",1,7,"R",2
204264,"14.0101",1,5,"R",7
204264,"16.0905",1,5,"R",0
204264,"16.0905",2,5,"R",1
204264,"23.0101",1,5,"R",7
204264,"23.0101",2,5,"R",6
204264,"24.0103",1,5,"R",0
204264,"26.0101",1,5,"R",21
204264,"26.0101",2,5,"R",1
204264,"26.0701",1,5,"R",8
204264,"26.0701",2,5,"R",2
204264,"27.0101",1,5,"R",4
204264,"30.2001",1,5,"R",1
204264,"30.9999",1,5,"R",0
204264,"31.0501",1,5,"R",6
204264,"31.0501",2,5,"R",2
204264,"31.0504",1,5,"R",12
204264,"31.0504",2,5,"R",1
204264,"38.0001",1,5,"R",0
204264,"39.0401",1,5,"R",0
204264,"40.0501",1,5,"R",5
204264,"40.0601",1,5,"R",0
204264,"40.0801",1,5,"R",0
204264,"42.0101",1,5,"R",16
204264,"42.0101",2,5,"R",2
204264,"43.0199",1,5,"R",14
204264,"43.0199",2,5,"R",8
204264,"44.0401",1,5,"R",0
204264,"44.0401",2,5,"R",2
204264,"45.0601",1,5,"R",3
204264,"45.0601",2,5,"R",17
204264,"45.0901",1,5,"R",0
204264,"45.1001",1,5,"R",4
204264,"45.1001",2,5,"R",8
204264,"45.1101",1,5,"R",2
204264,"45.1101",2,5,"R",2
204264,"50.0501",1,5,"R",2
204264,"50.0501",2,5,"R",2
204264,"50.0701",1,5,"R",5
204264,"50.0901",1,5,"R",1
204264,"51.0000",1,5,"R",39
204264,"51.0000",2,5,"R",5
204264,"51.2306",1,5,"R",3
204264,"51.2306",1,7,"R",25
204264,"51.3801",1,5,"R",32
204264,"51.9999",1,5,"R",0
204264,"52.0101",1,5,"R",1
204264,"52.0101",2,5,"R",1
204264,"52.0201",1,5,"R",27
204264,"52.0201",2,5,"R",15
204264,"52.0213",1,7,"R",3
204264,"52.0213",1,17,"R",0
204264,"52.0301",1,5,"R",10
204264,"52.0301",2,5,"R",3
204264,"52.1101",1,5,"R",0
204264,"52.1201",1,7,"R",2
204264,"52.1401",1,5,"R",8
204264,"52.1401",2,5,"R",23
204264,"54.0101",1,5,"R",10
204264,"54.0101",2,5,"R",1
204264,"99",1,5,"R",294
204264,"99",2,5,"R",109
204264,"99",1,7,"R",110
204264,"99",1,17,"R",0
204334,"12.0401",1,2,"R",41
204334,"12.0409",1,21,"R",34
204334,"12.0410",1,21,"R",20
204334,"99",1,2,"R",41
204334,"99",1,21,"R",54
204422,"01.0101",1,2,"R",0
204422,"09.0101",1,3,"R",0
204422,"09.0702",1,2,"R",7
204422,"09.0909",1,21,"R",0
204422,"11.0199",1,3,"R",0
204422,"11.0199",1,21,"R",1
204422,"11.0699",1,21,"R",2
204422,"11.0801",1,3,"R",8
204422,"11.1002",1,2,"R",2
204422,"11.1002",1,3,"R",9
204422,"11.1002",1,21,"R",32
204422,"11.1003",1,3,"R",7
204422,"11.1003",1,20,"R",5
204422,"11.1003",1,21,"R",39
204422,"12.0399",1,3,"R",1
204422,"13.0101",1,3,"R",9
204422,"13.1210",1,21,"R",0
204422,"15.0403",1,3,"R",30
204422,"15.0499",1,2,"R",0
204422,"15.0506",1,21,"R",0
204422,"15.0607",1,21,"R",0
204422,"15.0613",1,2,"R",1
204422,"15.0613",1,3,"R",4
204422,"15.0616",1,2,"R",0
204422,"15.0805",1,3,"R",3
204422,"15.0805",1,5,"R",11
204422,"15.0805",1,21,"R",19
204422,"23.9999",1,3,"R",0
204422,"24.0101",1,3,"R",11
204422,"24.0102",1,2,"R",0
204422,"24.0102",1,3,"R",0
204422,"24.0199",1,3,"R",12
204422,"26.1201",1,3,"R",11
204422,"27.0101",1,3,"R",1
204422,"30.9999",1,3,"R",1
204422,"42.0101",1,3,"R",5
204422,"43.0102",1,3,"R",12
204422,"43.0107",1,2,"R",30
204422,"43.0107",1,3,"R",2
204422,"43.0199",1,3,"R",0
204422,"44.0000",1,3,"R",10
204422,"44.0701",1,3,"R",3
204422,"48.0510",1,2,"R",0
204422,"51.0601",1,21,"R",0
204422,"51.0803",1,3,"R",0
204422,"51.0805",1,21,"R",2
204422,"51.0806",1,3,"R",14
204422,"51.0899",1,3,"R",1
204422,"51.0904",1,20,"R",1
204422,"51.0904",1,21,"R",0
204422,"51.0908",1,3,"R",10
204422,"51.0909",1,21,"R",0
204422,"51.0911",1,3,"R",12
204422,"51.1009",1,21,"R",2
204422,"51.1199",1,3,"R",2
204422,"51.1501",1,21,"R",3
204422,"51.1504",1,21,"R",0
204422,"51.3801",1,3,"R",45
204422,"51.3801",1,5,"R",0
204422,"51.3901",1,2,"R",35
204422,"51.3902",1,20,"R",0
204422,"52.0101",1,3,"R",39
204422,"52.0201",1,3,"R",48
204422,"52.0205",1,21,"R",48
204422,"52.0302",1,3,"R",7
204422,"52.0302",1,21,"R",8
204422,"99",1,2,"R",75
204422,"99",1,3,"R",317
204422,"99",1,5,"R",11
204422,"99",1,20,"R",6
204422,"99",1,21,"R",156
204431,"12.0401",1,2,"R",72
204431,"99",1,2,"R",72
204440,"01.0101",1,3,"R",0
204440,"01.0102",1,3,"R",5
204440,"01.0401",1,3,"R",0
204440,"01.1201",1,3,"R",3
204440,"11.0201",1,3,"R",8
204440,"11.0201",1,21,"R",0
204440,"11.0301",1,2,"R",0
204440,"11.0601",1,3,"R",0
204440,"11.0801",1,3,"R",0
204440,"11.1001",1,3,"R",0
204440,"11.1001",1,21,"R",1
204440,"11.1003",1,3,"R",10
204440,"11.9999",1,3,"R",2
204440,"12.0399",1,3,"R",0
204440,"12.9999",1,3,"R",0
204440,"13.1209",1,3,"R",4
204440,"13.1399",1,3,"R",0
204440,"13.1501",1,3,"R",1
204440,"13.9999",1,3,"R",2
204440,"14.0901",1,3,"R",0
204440,"14.9999",1,3,"R",2
204440,"15.0000",1,3,"R",0
204440,"15.0303",1,2,"R",0
204440,"15.0303",1,3,"R",6
204440,"15.0403",1,3,"R",9
204440,"15.0406",1,2,"R",7
204440,"15.0501",1,2,"R",4
204440,"15.0607",1,2,"R",0
204440,"15.0607",1,3,"R",0
204440,"15.0613",1,21,"R",9
204440,"15.0702",1,3,"R",0
204440,"15.0805",1,3,"R",4
204440,"15.0805",1,21,"R",0
204440,"15.0899",1,3,"R",4
204440,"15.1001",1,3,"R",0
204440,"15.1201",1,3,"R",5
204440,"15.1302",1,2,"R",3
204440,"15.1302",1,3,"R",0
204440,"15.1501",1,3,"R",1
204440,"15.1701",1,2,"R",0
204440,"15.1701",1,3,"R",0
204440,"15.9999",1,3,"R",25
204440,"16.9999",1,3,"R",0
204440,"19.0708",1,3,"R",0
204440,"19.0799",1,3,"R",0
204440,"22.0301",1,3,"R",0
204440,"22.0302",1,3,"R",0
204440,"22.0399",1,3,"R",0
204440,"24.0101",1,3,"R",41
204440,"24.0103",1,3,"R",1
204440,"26.9999",1,3,"R",5
204440,"30.1801",1,3,"R",0
204440,"40.9999",1,3,"R",0
204440,"43.0103",1,3,"R",1
204440,"43.0104",1,3,"R",3
204440,"43.0107",1,3,"R",5
204440,"43.0107",1,21,"R",6
204440,"44.0000",1,3,"R",0
204440,"44.0701",1,3,"R",8
204440,"44.9999",1,3,"R",1
204440,"45.0101",1,3,"R",1
204440,"45.9999",1,3,"R",2
204440,"46.0000",1,3,"R",0
204440,"46.0302",1,3,"R",0
204440,"46.0412",1,3,"R",1
204440,"47.0105",1,2,"R",10
204440,"47.0105",1,3,"R",0
204440,"47.0105",1,21,"R",1
204440,"47.0199",1,3,"R",4
204440,"47.0303",1,2,"R",9
204440,"47.0303",1,3,"R",4
204440,"47.0303",1,21,"R",6
204440,"48.0501",1,2,"R",1
204440,"48.0507",1,3,"R",1
204440,"48.0508",1,3,"R",0
204440,"48.0508",1,21,"R",11
204440,"48.0509",1,3,"R",2
204440,"48.0510",1,21,"R",1
204440,"48.0599",1,3,"R",3
204440,"50.0401",1,3,"R",7
204440,"51.0299",1,3,"R",0
204440,"51.0713",1,21,"R",1
204440,"51.0716",1,3,"R",0
204440,"51.0801",1,3,"R",3
204440,"51.0904",1,2,"R",0
204440,"51.1009",1,2,"R",0
204440,"51.1009",1,21,"R",11
204440,"51.3801",1,3,"R",35
204440,"51.3901",1,2,"R",23
204440,"51.9999",1,3,"R",0
204440,"52.0201",1,3,"R",20
204440,"52.0203",1,2,"R",1
204440,"52.0203",1,3,"R",2
204440,"52.0204",1,3,"R",2
204440,"52.0299",1,3,"R",0
204440,"52.0301",1,3,"R",8
204440,"52.0302",1,2,"R",6
204440,"52.0399",1,3,"R",0
204440,"52.0401",1,3,"R",2
204440,"52.0408",1,2,"R",3
204440,"52.0408",1,3,"R",0
204440,"52.0701",1,2,"R",2
204440,"52.0701",1,3,"R",2
204440,"52.0803",1,3,"R",4
204440,"52.1001",1,3,"R",4
204440,"52.1401",1,3,"R",7
204440,"52.1501",1,2,"R",11
204440,"52.9999",1,3,"R",7
204440,"54.0101",1,3,"R",0
204440,"99",1,2,"R",80
204440,"99",1,3,"R",277
204440,"99",1,21,"R",47
204459,"12.0402",1,4,"R",17
204459,"99",1,4,"R",17
204477,"26.0403",1,7,"R",0
204477,"26.0499",1,7,"R",15
204477,"51.0701",1,7,"R",21
204477,"51.0809",1,7,"R",12
204477,"51.1201",1,18,"R",128
204477,"51.2001",1,18,"R",82
204477,"51.2002",1,7,"R",0
204477,"51.2003",1,6,"R",3
204477,"51.2003",1,7,"R",16
204477,"51.2003",1,17,"R",1
204477,"51.2201",1,7,"R",4
204477,"51.2210",1,6,"R",3
204477,"51.2210",1,7,"R",10
204477,"51.3201",1,6,"R",3
204477,"51.3201",1,7,"R",4
204477,"99",1,6,"R",9
204477,"99",1,7,"R",82
204477,"99",1,17,"R",1
204477,"99",1,18,"R",210
204486,"01.0101",1,3,"R",4
204486,"01.0101",1,5,"R",3
204486,"01.0205",1,2,"R",10
204486,"01.0205",1,3,"R",63
204486,"11.0801",1,3,"R",11
204486,"11.1001",1,3,"R",3
204486,"11.1003",1,3,"R",1
204486,"15.0405",1,3,"R",34
204486,"22.0302",1,3,"R",1
204486,"24.0102",1,3,"R",1
204486,"31.0504",1,3,"R",1
204486,"31.0504",1,5,"R",18
204486,"43.0403",1,3,"R",3
204486,"43.0405",1,5,"R",3
204486,"47.0201",1,2,"R",4
204486,"47.0201",1,3,"R",17
204486,"47.0604",1,2,"R",17
204486,"47.0604",1,3,"R",248
204486,"47.0605",1,2,"R",18
204486,"47.0605",1,3,"R",165
204486,"47.0614",1,2,"R",11
204486,"47.0614",1,3,"R",32
204486,"47.0617",1,2,"R",15
204486,"47.0617",1,3,"R",208
204486,"49.0205",1,20,"R",63
204486,"51.0701",1,5,"R",11
204486,"51.0707",1,3,"R",2
204486,"51.0716",1,3,"R",2
204486,"51.0801",1,3,"R",3
204486,"52.0201",1,3,"R",9
204486,"52.0201",1,5,"R",69
204486,"52.0201",1,7,"R",19
204486,"52.0212",1,3,"R",2
204486,"52.0299",1,5,"R",6
204486,"52.0301",1,3,"R",0
204486,"52.0301",1,5,"R",6
204486,"52.0401",1,3,"R",0
204486,"52.0903",1,3,"R",1
204486,"52.1001",1,3,"R",0
204486,"52.1401",1,3,"R",1
204486,"52.1401",1,5,"R",8
204486,"52.1999",1,5,"R",0
204486,"99",1,2,"R",75
204486,"99",1,3,"R",812
204486,"99",1,5,"R",124
204486,"99",1,7,"R",19
204486,"99",1,20,"R",63
204501,"03.0103",1,5,"R",25
204501,"03.0103",2,5,"R",14
204501,"05.0102",1,5,"R",12
204501,"05.0102",2,5,"R",7
204501,"05.0104",1,5,"R",10
204501,"05.0104",2,5,"R",3
204501,"05.0107",1,5,"R",0
204501,"05.0107",2,5,"R",2
204501,"05.0110",1,5,"R",0
204501,"05.0110",2,5,"R",2
204501,"05.0201",1,5,"R",6
204501,"05.0201",2,5,"R",5
204501,"05.0207",1,5,"R",7
204501,"05.0207",2,5,"R",2
204501,"11.0101",1,5,"R",28
204501,"11.0101",2,5,"R",6
204501,"14.9999",1,5,"R",5
204501,"16.0104",1,5,"R",10
204501,"16.0104",2,5,"R",2
204501,"16.0402",1,5,"R",0
204501,"16.0501",1,5,"R",0
204501,"16.0501",2,5,"R",1
204501,"16.0901",1,5,"R",3
204501,"16.0901",2,5,"R",3
204501,"16.0905",1,5,"R",4
204501,"16.0905",2,5,"R",4
204501,"16.1200",1,5,"R",3
204501,"16.1200",2,5,"R",1
204501,"16.1202",1,5,"R",0
204501,"16.1202",2,5,"R",1
204501,"16.1203",1,5,"R",1
204501,"22.9999",1,5,"R",11
204501,"22.9999",2,5,"R",8
204501,"23.0101",1,5,"R",13
204501,"23.0101",2,5,"R",3
204501,"23.1302",1,5,"R",21
204501,"23.1302",2,5,"R",17
204501,"26.0101",1,5,"R",38
204501,"26.0101",2,5,"R",7
204501,"26.0202",1,5,"R",8
204501,"26.0202",2,5,"R",4
204501,"26.1501",1,5,"R",20
204501,"26.1501",2,5,"R",3
204501,"27.0101",1,5,"R",14
204501,"27.0101",2,5,"R",15
204501,"30.9999",1,5,"R",6
204501,"30.9999",2,5,"R",1
204501,"38.0101",1,5,"R",9
204501,"38.0101",2,5,"R",3
204501,"38.0201",1,5,"R",5
204501,"38.0201",2,5,"R",2
204501,"38.0206",1,5,"R",1
204501,"38.0206",2,5,"R",2
204501,"40.0501",1,5,"R",11
204501,"40.0501",2,5,"R",5
204501,"40.0601",1,5,"R",8
204501,"40.0601",2,5,"R",1
204501,"40.0801",1,5,"R",11
204501,"40.0801",2,5,"R",3
204501,"42.0101",1,5,"R",34
204501,"42.0101",2,5,"R",23
204501,"45.0201",1,5,"R",8
204501,"45.0201",2,5,"R",1
204501,"45.0299",1,5,"R",0
204501,"45.0301",1,5,"R",1
204501,"45.0603",1,5,"R",28
204501,"45.0603",2,5,"R",6
204501,"45.1001",1,5,"R",26
204501,"45.1001",2,5,"R",11
204501,"45.1101",1,5,"R",17
204501,"45.1101",2,5,"R",2
204501,"50.0301",1,5,"R",4
204501,"50.0301",2,5,"R",3
204501,"50.0501",1,5,"R",11
204501,"50.0501",2,5,"R",3
204501,"50.0601",1,5,"R",25
204501,"50.0601",2,5,"R",8
204501,"50.0702",1,5,"R",17
204501,"50.0702",2,5,"R",5
204501,"50.0703",1,5,"R",10
204501,"50.0703",2,5,"R",1
204501,"50.0903",1,4,"R",1
204501,"50.0903",1,5,"R",108
204501,"50.0903",1,6,"R",1
204501,"50.0903",1,7,"R",0
204501,"50.0904",1,5,"R",2
204501,"50.0904",1,7,"R",0
204501,"50.0910",1,4,"R",0
204501,"50.0910",1,5,"R",22
204501,"50.0913",1,4,"R",0
204501,"50.0913",1,5,"R",5
204501,"50.0913",1,6,"R",5
204501,"50.0913",1,7,"R",1
204501,"50.0999",1,5,"R",17
204501,"50.0999",2,5,"R",6
204501,"50.9999",1,5,"R",2
204501,"54.0101",1,5,"R",29
204501,"54.0101",2,5,"R",15
204501,"99",1,4,"R",1
204501,"99",1,5,"R",656
204501,"99",2,5,"R",211
204501,"99",1,6,"R",6
204501,"99",1,7,"R",1
204608,"15.0807",1,3,"R",16
204608,"15.0807",1,4,"R",16
204608,"47.0603",1,2,"R",29
204608,"47.0603",1,3,"R",2
204608,"47.0603",1,4,"R",17
204608,"47.0603",1,20,"R",4
204608,"47.0604",1,2,"R",39
204608,"47.0604",1,3,"R",23
204608,"47.0606",1,21,"R",17
204608,"47.0611",1,2,"R",15
204608,"47.0611",1,3,"R",23
204608,"47.0613",1,2,"R",31
204608,"47.0613",1,3,"R",20
204608,"48.0508",1,2,"R",64
204608,"48.0508",1,3,"R",42
204608,"99",1,2,"R",178
204608,"99",1,3,"R",126
204608,"99",1,4,"R",33
204608,"99",1,20,"R",4
204608,"99",1,21,"R",17
204617,"03.0104",1,5,"R",3
204617,"03.0104",2,5,"R",1
204617,"09.0900",1,5,"R",7
204617,"09.0900",2,5,"R",1
204617,"11.0201",1,21,"R",0
204617,"11.0401",1,21,"R",0
204617,"11.0701",1,5,"R",4
204617,"11.1005",1,5,"R",0
204617,"13.0101",1,5,"R",5
204617,"13.0101",2,5,"R",1
204617,"13.0301",1,7,"R",2
204617,"13.0401",1,7,"R",18
204617,"13.1001",1,5,"R",0
204617,"13.1001",2,5,"R",2
204617,"13.1203",1,5,"R",3
204617,"13.1210",1,5,"R",2
204617,"13.1302",1,5,"R",0
204617,"13.1305",1,5,"R",1
204617,"13.1311",1,5,"R",1
204617,"13.1316",1,5,"R",1
204617,"13.1317",1,5,"R",0
204617,"13.1322",1,5,"R",0
204617,"13.1323",1,5,"R",0
204617,"13.1401",1,6,"R",0
204617,"13.1401",1,7,"R",12
204617,"14.0903",1,5,"R",0
204617,"23.0101",1,5,"R",5
204617,"23.0101",2,5,"R",1
204617,"23.0101",1,7,"R",9
204617,"24.0102",1,3,"R",0
204617,"24.0102",1,5,"R",0
204617,"26.0101",1,5,"R",23
204617,"27.0101",1,5,"R",2
204617,"29.0207",1,5,"R",0
204617,"30.0000",1,3,"R",4
204617,"30.0000",1,5,"R",4
204617,"30.1001",1,5,"R",2
204617,"30.7001",1,5,"R",1
204617,"30.7001",1,21,"R",1
204617,"30.7101",1,5,"R",0
204617,"30.7101",1,21,"R",0
204617,"31.0504",1,5,"R",10
204617,"31.0504",2,5,"R",2
204617,"31.0504",1,7,"R",6
204617,"31.0505",1,5,"R",6
204617,"31.0505",1,7,"R",0
204617,"38.0101",1,5,"R",1
204617,"39.0601",1,3,"R",0
204617,"39.0601",1,5,"R",1
204617,"39.0601",1,6,"R",1
204617,"39.0601",1,7,"R",1
204617,"40.0501",1,3,"R",0
204617,"40.0501",1,5,"R",1
204617,"42.0101",1,5,"R",9
204617,"44.0701",1,5,"R",4
204617,"45.0401",1,5,"R",8
204617,"45.0401",2,5,"R",1
204617,"45.0601",1,5,"R",0
204617,"45.0601",2,5,"R",1
204617,"45.1001",1,5,"R",5
204617,"45.1101",1,5,"R",1
204617,"45.1101",2,5,"R",2
204617,"50.0401",1,5,"R",3
204617,"50.0701",1,5,"R",0
204617,"50.0701",2,5,"R",1
204617,"51.0000",1,3,"R",0
204617,"51.0701",1,6,"R",0
204617,"51.0809",1,7,"R",0
204617,"51.0912",1,7,"R",50
204617,"52.0201",1,3,"R",4
204617,"52.0201",1,5,"R",37
204617,"52.0201",2,5,"R",3
204617,"52.0201",1,7,"R",48
204617,"52.0203",1,21,"R",3
204617,"52.0301",1,2,"R",0
204617,"52.0301",1,5,"R",7
204617,"52.0301",2,5,"R",1
204617,"52.0801",1,5,"R",2
204617,"52.0801",2,5,"R",2
204617,"52.1701",1,5,"R",1
204617,"52.1701",1,21,"R",0
204617,"54.0101",1,5,"R",1
204617,"99",1,2,"R",0
204617,"99",1,3,"R",8
204617,"99",1,5,"R",161
204617,"99",2,5,"R",19
204617,"99",1,6,"R",1
204617,"99",1,7,"R",146
204617,"99",1,21,"R",4
204635,"03.0104",1,5,"R",10
204635,"09.0101",1,5,"R",4
204635,"09.0101",2,5,"R",4
204635,"09.0499",1,5,"R",0
204635,"09.0900",1,5,"R",3
204635,"09.0900",2,5,"R",3
204635,"11.0701",1,5,"R",16
204635,"11.0701",2,5,"R",1
204635,"13.0101",1,5,"R",1
204635,"13.1203",1,5,"R",2
204635,"13.1206",1,5,"R",0
204635,"13.1210",1,4,"R",0
204635,"13.1210",1,5,"R",9
204635,"13.1302",1,5,"R",3
204635,"13.1305",1,5,"R",2
204635,"13.1309",1,5,"R",0
204635,"13.1312",1,5,"R",3
204635,"13.1318",1,5,"R",2
204635,"14.0801",1,5,"R",29
204635,"14.0901",1,5,"R",6
204635,"14.1001",1,5,"R",15
204635,"14.1001",2,5,"R",1
204635,"14.1901",1,5,"R",51
204635,"14.9999",1,5,"R",1
204635,"15.0613",1,5,"R",8
204635,"16.0905",1,5,"R",0
204635,"16.0905",2,5,"R",1
204635,"22.0101",1,18,"R",62
204635,"23.1302",1,5,"R",2
204635,"23.1303",1,5,"R",1
204635,"23.1404",1,5,"R",3
204635,"23.1404",2,5,"R",1
204635,"26.0101",1,5,"R",20
204635,"26.0101",2,5,"R",3
204635,"26.0202",1,5,"R",2
204635,"26.0204",1,5,"R",4
204635,"27.0101",1,5,"R",2
204635,"27.0501",1,5,"R",5
204635,"27.0501",2,5,"R",2
204635,"30.7101",1,5,"R",1
204635,"31.0504",1,5,"R",4
204635,"31.0505",1,5,"R",19
204635,"38.0101",1,5,"R",1
204635,"38.0101",2,5,"R",2
204635,"38.0199",1,5,"R",1
204635,"38.0199",2,5,"R",1
204635,"38.0201",1,5,"R",0
204635,"39.0702",1,5,"R",0
204635,"40.0501",1,5,"R",1
204635,"40.0501",2,5,"R",2
204635,"40.0801",1,5,"R",1
204635,"42.0101",1,5,"R",9
204635,"42.0101",2,5,"R",2
204635,"43.0104",1,5,"R",7
204635,"43.0104",2,5,"R",2
204635,"43.0406",1,5,"R",8
204635,"45.1001",1,5,"R",7
204635,"45.1101",1,5,"R",1
204635,"45.1101",2,5,"R",4
204635,"50.0401",1,5,"R",3
204635,"50.0501",1,5,"R",10
204635,"50.0502",1,5,"R",1
204635,"50.0702",1,5,"R",0
204635,"50.0706",1,5,"R",3
204635,"50.0901",1,5,"R",2
204635,"51.1005",1,5,"R",2
204635,"51.1005",1,6,"R",3
204635,"51.2001",1,18,"R",128
204635,"51.2011",1,5,"R",10
204635,"51.2099",1,5,"R",75
204635,"51.2201",1,5,"R",0
204635,"51.3801",1,5,"R",16
204635,"52.0301",1,5,"R",11
204635,"52.0301",2,5,"R",3
204635,"52.0301",1,7,"R",12
204635,"52.0801",1,5,"R",14
204635,"52.0801",2,5,"R",4
204635,"52.1301",1,5,"R",6
204635,"52.1301",2,5,"R",2
204635,"52.1401",1,5,"R",16
204635,"52.1401",2,5,"R",1
204635,"52.2001",1,5,"R",22
204635,"52.2001",2,5,"R",1
204635,"54.0101",1,5,"R",3
204635,"54.0101",2,5,"R",3
204635,"99",1,4,"R",0
204635,"99",1,5,"R",458
204635,"99",2,5,"R",43
204635,"99",1,6,"R",3
204635,"99",1,7,"R",12
204635,"99",1,18,"R",190
204662,"01.0101",1,3,"R",1
204662,"01.0199",1,3,"R",23
204662,"01.0204",1,2,"R",0
204662,"01.0204",1,3,"R",4
204662,"01.0204",2,3,"R",3
204662,"01.0302",1,3,"R",9
204662,"01.0304",1,3,"R",11
204662,"01.0401",1,3,"R",10
204662,"01.0603",1,3,"R",1
204662,"01.0604",1,3,"R",8
204662,"01.0605",1,3,"R",1
204662,"01.0607",1,2,"R",0
204662,"01.0607",1,3,"R",7
204662,"01.0801",1,3,"R",2
204662,"01.0801",2,3,"R",2
204662,"01.0901",1,3,"R",22
204662,"01.0905",1,3,"R",7
204662,"01.1102",1,3,"R",6
204662,"01.1103",1,3,"R",8
204662,"03.0101",1,3,"R",5
204662,"13.1301",1,3,"R",9
204662,"13.1301",2,3,"R",1
204662,"14.0301",1,3,"R",2
204662,"15.1001",1,3,"R",5
204662,"26.0202",1,3,"R",4
204662,"26.0202",2,3,"R",1
204662,"52.2001",1,3,"R",4
204662,"99",1,2,"R",0
204662,"99",1,3,"R",149
204662,"99",2,3,"R",7
204671,"13.0408",1,5,"R",19
204671,"13.1203",1,5,"R",8
204671,"13.1210",1,3,"R",1
204671,"15.0000",1,5,"R",2
204671,"23.0101",1,5,"R",4
204671,"23.0101",2,5,"R",1
204671,"24.0102",1,3,"R",58
204671,"26.0101",1,5,"R",8
204671,"26.0701",1,5,"R",1
204671,"42.2704",1,5,"R",14
204671,"44.0701",1,5,"R",15
204671,"52.0101",1,5,"R",8
204671,"54.0101",1,5,"R",2
204671,"99",1,3,"R",59
204671,"99",1,5,"R",81
204671,"99",2,5,"R",1
204680,"13.0408",1,5,"R",12
204680,"13.1202",1,5,"R",3
204680,"13.1203",1,5,"R",9
204680,"15.0000",1,5,"R",8
204680,"23.0101",1,5,"R",2
204680,"24.0102",1,3,"R",146
204680,"26.0101",1,5,"R",3
204680,"42.2704",1,5,"R",13
204680,"42.2704",2,5,"R",1
204680,"44.0701",1,5,"R",8
204680,"45.0401",1,5,"R",1
204680,"45.1101",1,5,"R",2
204680,"52.0101",1,5,"R",4
204680,"54.0101",1,5,"R",3
204680,"99",1,3,"R",146
204680,"99",1,5,"R",68
204680,"99",2,5,"R",1
204699,"13.0408",1,5,"R",11
204699,"13.1202",1,5,"R",1
204699,"13.1203",1,5,"R",11
204699,"15.0000",1,5,"R",4
204699,"23.0101",1,5,"R",2
204699,"24.0102",1,3,"R",121
204699,"26.0101",1,5,"R",8
204699,"42.2704",1,5,"R",14
204699,"44.0701",1,5,"R",12
204699,"52.0101",1,5,"R",6
204699,"54.0101",1,5,"R",3
204699,"99",1,3,"R",121
204699,"99",1,5,"R",72
204705,"13.0408",1,5,"R",32
204705,"13.1203",1,5,"R",5
204705,"23.0101",1,5,"R",9
204705,"24.0102",1,3,"R",355
204705,"42.2704",1,5,"R",17
204705,"44.0701",1,5,"R",13
204705,"52.0101",1,5,"R",13
204705,"54.0101",1,5,"R",3
204705,"99",1,3,"R",355
204705,"99",1,5,"R",92
204714,"12.0401",1,2,"R",39
204714,"12.0401",1,4,"R",8
204714,"12.0410",1,20,"R",0
204714,"12.0412",1,21,"R",0
204714,"99",1,2,"R",39
204714,"99",1,4,"R",8
204714,"99",1,20,"R",0
204714,"99",1,21,"R",0
204723,"12.0402",1,2,"R",5
204723,"12.0402",1,4,"R",55
204723,"99",1,2,"R",5
204723,"99",1,4,"R",55
204769,"12.0401",1,2,"R",3
204769,"12.0401",1,4,"R",6
204769,"12.0407",1,2,"R",3
204769,"12.0410",1,20,"R",0
204769,"12.0410",1,21,"R",28
204769,"12.0414",1,21,"R",54
204769,"99",1,2,"R",6
204769,"99",1,4,"R",6
204769,"99",1,20,"R",0
204769,"99",1,21,"R",82
204778,"12.0401",1,2,"R",10
204778,"12.0401",1,4,"R",7
204778,"12.0407",1,2,"R",2
204778,"12.0410",1,21,"R",6
204778,"99",1,2,"R",12
204778,"99",1,4,"R",7
204778,"99",1,21,"R",6
204796,"01.0103",1,5,"R",34
204796,"01.0103",2,5,"R",1
204796,"01.0103",1,7,"R",2
204796,"01.0103",1,17,"R",6
204796,"01.0302",1,7,"R",2
204796,"01.0308",1,5,"R",2
204796,"01.0401",1,5,"R",8
204796,"01.0801",1,5,"R",5
204796,"01.0901",1,5,"R",133
204796,"01.0901",1,7,"R",7
204796,"01.0901",1,17,"R",1
204796,"01.1001",1,5,"R",21
204796,"01.1001",1,7,"R",11
204796,"01.1001",1,17,"R",16
204796,"01.1101",1,5,"R",32
204796,"01.1101",1,17,"R",3
204796,"01.1103",1,7,"R",9
204796,"01.1103",1,17,"R",6
204796,"01.1105",1,7,"R",4
204796,"01.8001",1,18,"R",168
204796,"01.8102",1,7,"R",8
