wikidata,studentCount,studentYear,establishedYear,officialWebsite
Q7903281,,,1999,
Q5186546,209,,1971,
Q7592117,142,,1963,https://www.svdp.edu/
Q105095640,,,1965,https://www.fcekano.edu.ng/
Q7566646,,,,
Q109912981,,,2018,https://poltekelbajo.ac.id
Q6682339,5216,,1967,
Q109912080,,,2013,https://www.stakterunabhakti.ac.id
Q1148334,,,2011,https://www.tmu.ac.jp/
Q109912972,,,2016,
Q7499802,,,2000,https://www.shobi-u.ac.jp/
Q140351807,,,2021,https://bua.edu.eg
Q1540471,4650,,1969,https://www.govst.edu/
Q6129947,,,1917,https://english.sufe.edu.cn/
Q698448,,,1992,
Q648674,,,1997,https://www.stmatthews.edu/
Q2599486,,,1997,https://www.mondragon.edu
Q136663922,,,,https://www.medicina.ulisboa.pt/clinica-universitaria-de-cardiologia
Q106411913,,,2012,
Q11433431,3513,,2014,
Q30266488,,,,
Q136663539,,,,https://www.unave.pt
Q30294391,,,,
Q138460726,,,2010,
Q6978838,3299,,1955,https://www.ntua.edu.tw
Q1816872,8745,,2001,https://www.glos.ac.uk/
Q493506,,,1992,
Q30266934,,,1997,
Q6990636,,,,
Q7194574,15544,,1969,
Q7588852,763,,1879,
Q30293747,,,1994,
Q1465437,,,1990,
Q4832013,,,1890,
Q11180291,,,1948,
Q19744776,,,1961,https://uika-bogor.ac.id
Q130537798,,,,https://www.ect.uevora.pt/investigacao/unidades_investigacao/centro_de_investigacao/(id)/2156
Q134251135,,,,https://joaodedeus.pt
Q2036836,,,1961,https://www.ufcspa.edu.br/
Q141018806,,,2010,https://sriraajaraajan.in/
Q6156370,,,1990,
Q7392840,,,,
Q5527226,4299,,2002,
Q1143235,20720,,1874,https://english.rikkyo.ac.jp/
Q55533542,,,1922,https://jiyu.jp/
Q30266474,,,1999,
Q110269592,,,2022,https://iiuler.edu.in
Q748085,26732,,1308,https://www.unipg.it
Q141193754,,,2025,https://vists.gov.vn
Q7499509,,,1988,
Q131428239,,,,
Q141193944,,,,
Q994543,,,1854,
Q1239515,,,1902,https://tspu.ru/
Q140907812,,,,https://www.ebramec.edu.br
Q11591464,,,1913,
Q3547647,,,1964,
Q3578068,,,1960,https://www.ena.sn/
Q43896398,,,1999,
Q482669,,,1927,
Q10387641,,,,
Q4835554,,,1999,
Q5046531,1108,,1909,
Q16708767,,,1905,https://www.tairov.com.ua/
Q4166431,,,1930,https://donstu.ru/
Q7305532,,,1994,
Q2586224,269,,1996,
Q455331,1427,,1897,https://www.hmtm-hannover.de/
Q1084409,,,1969,https://www.univpm.it/Entra/
Q1788258,,,1968,
Q30294012,,,,
Q30294125,,,,
Q106485444,,,2019,https://centralasian.uz/
Q5461388,,,1947,https://www.fgc.edu/
Q129343804,,,2023,
Q5916417,3963,,1960,
Q5407181,,,1993,
Q13018784,,,,
Q30258237,,,2004,
Q141194469,,,1991,https://www.kompas.edu.my
Q30293911,,,,
Q2688358,10531,,1909,
Q87815011,,,2001,
Q11445239,,,1921,https://takada-hs.e-net.nara.jp
Q4315882,300,,1996,
Q52847011,,,1960,
Q6116999,4140,,1928,
Q3626706,,,1930,https://chuvgpu.ru/
Q129344104,,,2023,
Q845682,40881,,1982,
Q1263535,48791,,1960,
Q11478434,,,1966,
Q7603631,,,1991,
Q3578447,,,1985,
Q3244291,,,1932,https://www.adamson.edu.ph
Q6448707,,,1965,
Q30262589,,,2001,
Q1053303,,,1948,
Q12286407,,,1991,
Q4570802,,,1912,
Q941298,2907,,1879,https://uams.edu/
Q24952361,,,2014,https://pvnrtvu.ac.in
Q30257424,,,,
Q3578484,,,1904,
Q4702162,,,1990,
Q15914130,,,1979,
Q3631316,,,1962,
Q1622069,1000,,2004,
Q7896816,,,1986,https://www.univ-guelma.dz/
Q109911782,,,2014,https://stikesmuhbojonegoro.ac.id
Q141194834,,,2000,https://www.sidmasarawak.edu.my
Q11369521,,,1964,
Q30257670,,,1993,
Q5443327,,,2016,
Q80171,15210,,1937,
Q6068365,,,1994,
Q52848154,,,1992,
Q7503918,,,2010,https://svu.edu.in
Q12523379,,,2012,https://umus.ac.id/
Q3444458,1226,,1937,https://www.westmont.edu/
Q1786078,9858,,1865,
Q7688758,,,2001,
Q140589037,,,1996,
Q135983341,,,1997,https://utslp.edu.mx
Q141195872,,,,https://www.unitar.my/college/
Q28806358,,,2006,
Q1516684,,,1965,https://www.kent.ac.uk
Q16705028,,,2018,https://www.iiau.uz
Q137361020,,,1972,https://mnwc.edu.in/
Q7163245,,,1935,
Q43895540,,,,
Q778594,,,2001,
Q97587199,,,2003,https://www.apn-surakarta.ac.id
Q4208100,,,1997,
Q4725961,,,1923,
Q1391213,509,,1967,
Q106574509,,,1957,https://www.flacso.org.ar/investigacion/
Q7058041,1293,,1941,https://www.njc.edu/
Q122873017,,,1922,
Q3953805,,,1953,
Q1134292,749,,1998,
Q1707329,,,2010,
Q18705899,,,,
Q7985808,11417,,1969,
Q3181122,41412,,1957,https://www.unpad.ac.id
Q24949227,,,,
Q649163,27748,,1986,https://www.hanze.nl/eng
Q43241744,,,1976,https://www.cpc.gc.ca/en
Q59659626,,,,
Q30259547,,,,
Q39049817,,,1954,
Q3113166,213,,1962,
Q5560109,374,,1946,
Q11564658,,,1975,
Q8044183,,,1958,https://www.xtu.edu.cn/
Q7800203,,,1912,
Q4745312,,,2002,https://www.rit.edu/kosovo/
Q6192694,,,,
Q107724045,,,2020,https://www.tau.edu.ng
Q6108962,,,,
Q6073295,,,2010,
Q6365497,,,1998,
Q7834196,,,1910,
Q132765520,,,,https://www.universidadunie.com
Q65283740,,,,https://www.tdtukokand.uz/
Q542498,600,,1998,https://www.avemaria.edu/
Q6103451,1349,,1887,https://www.kobe-shinwa.ac.jp/
Q2495702,,,1993,
Q7424719,,,1995,https://www.sarum.ac.uk/
Q30267016,,,1968,
Q7422990,,,2004,
Q5437845,,,1992,
Q4254869,,,1993,
Q16994732,,,,
Q24908384,,,2016,https://www.meu.edu.in
Q68939243,,,1963,https://tatu.edu.gh/
Q1196888,9748,,1949,
Q43895471,,,,
Q6444900,,,1954,https://www.kmust.edu.cn/
Q74552935,,,,
Q7326714,4929,,1960,
Q2495917,53106,,1968,
Q12523309,,,1999,https://www.ubk.ac.id
Q92387913,,,2001,
Q11085981,,,2003,
Q1718656,27072,,1899,https://www.pw.edu.pl/
Q6493966,1821,,1925,
Q29127121,,,,
Q100956228,,,1990,
Q7559188,,,2000,
Q1934904,,,1919,
Q1557172,,,1992,
Q6007124,,,1994,https://www.kumu.kg
Q3551611,,,2010,
Q6555694,,,,
Q4887749,,,1957,
Q7602223,87,,1904,
Q945017,35985,,1993,https://www.hva.nl/
Q141195023,,,,https://metro.edu.my
Q11071911,2947,,2017,
Q2562289,,,1969,
Q7252777,,,1984,
Q2324410,,,1926,
Q64143518,,,1995,
Q4242943,,,1993,
Q124363130,,,2022,https://www.sss-publisher.com/
Q11374874,,,2007,
Q3894788,5000,,1950,https://www.umb.edu.pl/
Q432637,24500,,1821,https://www.gwu.edu
Q51782208,,,2016,
Q109911644,,,2016,https://laaroiba.ac.id
Q12523411,,,1958,https://www.unu.ac.id
Q14796435,,,2010,
Q109911952,,,1986,https://www.stiamataram.ac.id
Q30258342,,,1984,https://www.vermontfolklifecenter.org/
Q5623566,,,,
Q25612006,,,1990,
Q134251183,,,,https://www.cmadd.com
Q7060260,1184,,1934,https://www.northwestu.edu/
Q129343860,,,1991,
Q1153515,3217,,1949,https://www.geidai.ac.jp/
Q65172352,,,,https://www.vnkgu.edu.vn
Q5105410,,,2005,
Q7494490,3159,,1871,https://www.shepherd.edu/
Q3152630,,,1961,https://ispbukavu.ac.cd/
Q141194220,,,,https://kkkulim.mypolycc.edu.my
Q3696246,,,2002,
Q135739043,,,2022,https://eniegoxford.org
Q140351620,,,,https://tidrec.um.edu.my
Q19900198,,,,
Q141195020,,,2017,https://www.ukc.edu.kh
Q315658,42868,,1702,https://uwr.edu.pl/
Q132803461,,,2000,https://www.venkathomoeo.org
Q16972102,,,1969,
Q6372911,,,2008,https://www.musicuniversity.ac.in
Q7335665,,,1854,
Q113551475,,,1960,
Q3577932,,,1988,
Q30266530,,,1995,
Q10829152,,,1976,
Q30257780,,,,
Q61934742,,,2001,https://www.nusystem.org/
Q5091594,,,1974,
Q7895656,1862,,1864,https://www.umf.maine.edu/
Q29055002,,,,
Q7896772,904,,1962,
Q30294051,,,,https://upsb.edu.pe/
Q11148478,,,2000,
Q141195373,,,2019,https://mcu.edu.mm
Q1591654,1909,,1946,https://www.lssu.edu/
Q1075658,,,1994,
Q30257272,,,1993,
Q7894466,,,2000,https://shadygrove.umd.edu/
Q3551691,,,2010,https://uas.edu.ne/
Q116959495,,,2003,https://delta.edu.sd
Q1605137,1468,,1876,https://www.hendrix.edu/
Q64143449,,,2013,https://www.utrgv.edu/railwaysafety/
Q118736,,,1991,
Q5253016,,,,https://www.dvisd.net/
Q141195601,,,2022,https://nds.edu.my
Q1422594,21912,,1879,https://www.shsu.edu/
Q30257159,,,,
Q1574578,20000,,1973,
Q64143432,,,1998,
Q17051314,,,2014,https://www.mnlumumbai.edu.in
Q6156717,,,2012,https://utec.edu.uy/es/
Q14686598,,,1970,
Q61932853,,,2002,
Q6040089,,,1933,https://www.ictmumbai.edu.in/
Q109910747,,,1983,
Q50040137,,,2010,
Q30253861,,,1989,
Q56841482,,,,
Q31185084,,,2006,https://www.its.edu.rs/
Q29426456,,,1864,
Q139407824,,,2019,https://www.rnmi.info
Q138860609,,,,https://usg.edu.mx
Q1728127,,,1963,
Q60450,167,,1924,
Q1771717,23640,,1946,https://www.pdx.edu/
Q5116125,,,,
Q16934243,,,1998,https://www.monash.edu.my/
Q1164068,20000,,1885,https://www.kpi.kharkov.ua/
Q902189,,,1931,
Q22569412,,,1992,https://fedpoffaonline.edu.ng/
Q6908243,,,1856,
Q3578117,,,1994,
Q4250919,,,1999,https://www.um.ac.id
Q22080740,,,2011,
Q314305,2894,,1982,https://www.uni-wh.de/
Q10854113,,,1973,
Q112677148,,,,https://www.scac.edu.cn
Q141195541,,,,
Q30294415,,,1986,https://www.unidar.ac.id/
Q3114304,,,1976,https://www.nagaokaut.ac.jp/
Q4693576,,,2012,
Q3578225,,,1893,
Q129342817,,,2022,
Q861888,32312,,1856,https://oregonstate.edu/
Q2471216,8286,,1824,https://www.jefferson.edu/
Q5973023,,,1707,https://www.ipgmer.gov.in/
Q136352067,,,1991,https://www.cuautla.tecnm.mx
Q5116581,71,,1893,
Q5295800,,,1994,
Q4454907,130,,1975,
Q6156576,,,2006,https://www.gob.pe/untels
Q1391246,559,,2006,https://www.fh-diakonie.de/
Q1804942,1333,,1819,https://www.centre.edu/
Q3152556,,,1955,https://www.isep.fr
Q7243998,11357,,1958,
Q133812254,,,,https://www.utas.edu.om/muscat
Q3551502,10000,,1992,
Q2207700,7407,,1996,https://www.mobile-university.de/de/startseite/
Q7896175,,,1967,
Q137204549,,,2016,https://www.utlagunadurango.edu.mx
Q7726780,3712,,1912,https://www.css.edu/
Q30265682,,,1982,https://www.unikal.ac.id
Q11441431,,,1933,
Q46996962,,,,
Q133811546,,,,https://ncr.christuniversity.in
Q941853,,,2011,
Q3409570,,,1998,
Q109358750,,,2021,https://wakayama.kyowa.ac.jp
Q30266497,,,,
Q7894358,8779,,2004,https://unpaztoday.wordpress.com/
Q1631821,,,1540,
Q5149957,1445,,1966,
Q6893652,,,1962,
Q16895693,,,2009,
Q107518999,,,2016,
Q30293815,,,,
Q135914996,77500,,1990,https://ufc.dz/en/
Q109913306,,,1973,https://www.aks-akk.ac.id
Q5663364,,,1901,
Q6958946,,,1941,
Q10867629,,,1956,
Q130647048,,,,https://vub.hr/
Q10943718,2560,,1893,https://www.uwsuper.edu/
Q30263303,100,,2005,
Q11084340,,,1980,
Q2496116,,,1902,
Q5998152,215,,1892,
Q133812207,,,,https://ister.edu.ec
Q7497159,,,1994,
Q16901997,,,2008,
Q19807911,,,1878,https://stjohnscollege.edu.in
Q8055565,,,1841,
Q1688743,360,,1886,https://www.jtsa.edu
Q4274100,,,1932,
Q5568352,14374,,1965,
Q30294046,,,,https://www.upsc.edu.pe
Q115868470,,,,
Q7788537,1705,,1894,https://www.thomas.edu/
Q131428160,,,,https://www.fct.unl.pt/investigacao/centro-de-estudos-e-formacao-avancada-em-gestao-e-economia
Q129342752,,,2022,
Q7012997,97,,1982,
Q30253884,,,,
Q1683524,450,,2010,
Q20045009,,,1980,
Q109912946,,,2008,https://staialfurqan.wordpress.com
Q4696594,,,1905,
Q4728950,,,,https://www.aiishmysore.in/
Q193727,25151,,1876,https://jhu.edu
Q127415581,,,,https://portal.estacio.br/unidades/centro-universit%C3%A1rio-est%C3%A1cio-de-santa-catarina/
Q4146946,,,1991,
Q30257401,,,,
Q11062018,,,1958,https://www.gzhmu.edu.cn/
Q2324294,829,,1761,https://www.abk-stuttgart.de/
Q103019653,,,,
Q2354119,17200,,1967,
Q15210735,,,2011,https://www.cu.ac.ae/
Q4999280,,,,
Q7800217,,,1978,
Q7813858,,,1952,https://toko.hosho.ac.jp/
Q1773894,843,,1946,https://www.kh-berlin.de/
Q7847616,,,1947,
Q16938304,,,1962,
Q104845113,,,1949,https://www.samarcollege.edu.ph
Q6961254,,,2008,https://www.namal.edu.pk/
Q638750,4200,,1994,
Q7893782,,,1965,https://www.unity.edu
Q43406,16647,,1911,https://nthu-en.site.nthu.edu.tw/
Q6083428,,,2010,
Q7821207,,,1993,
Q2826874,,,1990,
Q1093568,,,2003,
Q106399173,,,2015,https://www.rmu.ac.bd/
Q28163803,,,1997,
Q1302632,,,,https://www.ehb.swiss/
Q5171574,,,1945,https://www.ilr.cornell.edu/
Q16962164,6061,,2009,
Q121743262,,,1998,https://abu.edu.kz/
Q5309980,,,1885,
Q4822428,,,2011,https://www.aurouniversity.edu.in
Q7309992,,,1966,
Q7895266,,,1978,
Q707948,14215,,1955,https://eng.thu.edu.tw/
Q61931613,,,2013,
Q635878,,,1986,
Q16096123,,,2000,
Q1622188,687,,,
Q25465577,,,2013,https://www.sari-mutiara.ac.id
Q7918779,,,1977,
Q85769537,,,2008,https://www.ial.edu.sg
Q917899,6961,,1920,
Q126208808,,,2008,https://giu.edu.ge
Q138655121,,,,https://www.icn-artem.com/en/berlin-campus/
Q6781201,,,1972,
Q48731590,,,2016,https://www.iimtu.edu.in
Q559549,4538,,1845,https://www.usna.edu/homepage.php
Q11595305,,,1964,
Q59537133,,,1974,
Q28221476,,,,
Q7057873,,,1949,
Q4334719,,,1977,
Q7984021,235,,2007,
Q24144,,,1923,
Q3330688,,,1955,
Q11494027,,,1974,
Q28173195,,,1975,
Q742142,,,1967,https://www.cegepst.qc.ca/
Q7645707,,,1961,
Q7896182,,,2007,
Q1792343,374,,1971,
Q6085143,,,2009,
Q4304086,10876,,1931,https://eduprosvet.ru/
Q7673530,642,,1908,
Q57524381,,,2015,
Q6965775,,,1975,https://www.nduat.org
Q17089089,,,2017,https://www.sswroshni.in/
Q3128572,3000,,1997,
Q109912823,,,2002,https://www.stikesindramayu.ac.id
Q30296297,,,1956,
Q30294176,,,,
Q6965244,,,1984,
Q136663757,,,,https://libphys.pt
Q12132954,17500,,1805,
Q7353215,,,,
Q8044879,,,,
Q2817327,,,1987,
Q59536743,,,1977,
Q3696301,,,2020,
Q1282309,13000,,1930,
Q106620279,,,2021,https://s-sph.ac.jp/
Q6364161,,,1996,https://www.kannuruniversity.ac.in
Q10771888,,,,
Q12523472,,,1987,https://unitas-pdg.ac.id
Q4784195,12001,,1965,
Q4852821,77856,,1829,https://www.baltimorecityschools.org/
Q11652156,,,1994,
Q5984146,,,1970,
Q105409652,,,2020,https://www.bbb.ac.in
Q126118426,,,2015,https://iask.hu/en/
Q126839711,,,2016,https://fonds-clinatec.fr
Q30263376,,,1943,
Q1752712,,,1945,
Q5146678,20849,,1967,https://www.cod.edu/
Q11453680,,,1924,https://natori-h.myswan.ed.jp/
Q107518672,,,2012,https://scholarrock.com/
Q99402481,,,,
Q11407429,130,,1965,https://www.mkjc.ac.jp/
Q7697206,,,2017,https://www.telfordcollege.ac.uk/
Q1141980,,,1935,
Q4826823,,,1976,
Q7440269,,,1995,
Q6674563,202,,1915,
Q5154693,13684,,1964,
Q615154,,,1968,https://www.us.edu.pl
Q96374720,,,1939,
Q1033335,2820,,1870,
Q3551862,,,2002,
Q16953794,,,,https://www.bbsp.co.uk/
Q2120228,,,2007,
Q131934371,,,,https://isaf.co.ao/
Q11525089,,,1992,https://www.tokyo-keitan.ac.jp/
Q42272504,,,2007,
Q834458,,,1957,https://ndmw.imu.edu.cn/
Q7894246,,,1990,
Q28172384,,,2013,
Q349055,26241,,1868,https://wayne.edu
Q3207459,,,1990,
Q593321,36728,,1481,https://unige.it
Q123823512,,,1898,
Q129571900,,,,https://tuebingen.ai
Q75606,,,1929,
Q30281772,,,2008,
Q7586213,,,1985,
Q125457809,,,,https://ocom.org/
Q3997334,13226,,1653,
Q10946795,,,1958,https://www.ahjzu.edu.cn/
Q609375,327,,1982,
Q11079070,3726,,,
Q30324459,,,,https://www.dysoninstitute.ac.uk/
Q109919710,,,2014,https://www.stt-sriwijaya.ac.id
Q637346,5734,,1835,https://www.uwa.edu/
Q51707466,,,2018,https://www.komatsu-u.ac.jp
Q7675339,,,2000,
Q1166885,,,1932,
Q5461285,488,,1946,
Q7841394,,,1998,
Q12625125,,,1977,
Q18745224,,,2013,
Q7895375,,,2013,https://www.uoeld.ac.ke/
Q140870636,,,,https://www.advex.ac.th
Q120983392,,,2007,https://shreemedical.edu.np
Q16414944,,,1981,
Q7259217,,,1991,
Q7227031,,,1980,
Q4865666,,,1904,
Q1998811,72994,,2004,https://www.nwu.ac.za/
Q133811391,,,,https://mt.ideaeducation.com
Q23448442,,,,
Q1528410,,,1966,
Q136352141,,,,https://rcet.rungta.ac.in
Q7513814,,,1995,https://www.smu.edu.in
Q326282,,,1968,https://www.uquebec.ca
Q109913019,,,2015,
Q7692502,,,2007,
Q1050078,12243,,1889,https://www.wcu.edu
Q23977,5518,,1967,
Q6192089,,,1972,
Q124845705,,,,https://gulf.edu.sa/en/index.php
Q109913889,,,,https://www.stipakdh.ac.id
Q1857773,28850,,1828,
Q6452135,,,1963,
Q3052113,17764,,1926,https://erau.edu/
Q1351114,,,1920,
Q1888661,5140,,1872,
Q30274387,,,1957,
Q140908070,,,2005,https://cop.smbt.edu.in
Q140908428,,,,https://www.staksh.ac.id
Q7119584,,,,
Q3603956,,,1939,
Q39049864,,,1986,
Q1643758,,,1620,https://www.uce.edu.ec/
Q635118,10300,,1873,https://library.semo.edu/
Q25679384,,,2005,
Q734324,17794,,1745,https://www.tu-braunschweig.de/
Q7446924,366,,1961,https://www.seisen-jc.ac.jp/uni/
Q7420802,,,1994,
Q13164,38150,,1755,https://www.msu.ru/
Q7523288,,,1973,
Q7934736,,,1978,https://vetmed.vt.edu/
Q5871533,,,1981,
Q12506024,,,1987,https://www.polnam.ac.id
Q30286990,,,,
Q9091535,,,1989,https://www.uautonoma.cl/
Q1393813,,,1992,
Q61113786,,,,
Q13021113,,,,
Q4122984,,,1917,
Q28846425,,,2016,
Q5435862,,,1912,https://www.farmingdale.edu/
Q129343455,,,2024,
Q96404779,,,1982,https://www.sadiyacollege.ac.in
Q83513275,,,,
Q650358,,,1996,
Q61363060,,,2004,https://www.acttm.ac.th
Q11474785,85,,1948,
Q30290953,,,,
Q30267081,,,1978,
Q20626551,,,1945,
Q88781265,,,1982,
Q6156721,,,1970,
Q109913405,,,2006,https://www.stmik-amik-riau.ac.id
Q7400981,291,,1915,
Q4238527,4500,,1966,https://kgik1966.ru/
Q30263859,,,,
Q8052493,,,1887,
Q1514848,,,1907,https://www.usask.ca/
Q91408426,,,2015,
Q21006090,,,2002,
Q5202348,6600,,1969,
Q11400963,,,1961,
Q10829145,,,,https://tdmu.edu.vn/
Q2562140,,,1976,
Q2212977,7281,,1840,https://www.smu.ca/
Q12613535,,,1970,
Q5017672,1229,,1913,
Q4331464,5113,,1900,
Q4206599,18000,,1957,https://kbsu.ru
Q7596608,,,2002,
Q11440724,,,1949,
Q137204541,,,2014,https://www.iucbc.edu.ar
Q10829064,,,1995,
Q131262,96945,,1088,https://www.unibo.it
Q29522874,,,,
Q20439432,,,1991,
Q9252282,,,2001,https://amisns.edu.pl
Q24236523,,,2011,https://kibu.ac.ke/
Q4881948,,,1964,
Q109911637,,,2003,https://www.tiberias.or.id
Q96405696,,,2019,https://silveroakuni.ac.in
Q1481465,5148,,1980,https://hoems.hessen.de
Q24175530,430,,2013,
Q3551768,,,1903,https://www.etudierenhainaut.be/universite-du-travail-charleroi.html
Q6973704,,,1996,
Q109912606,,,2014,https://www.stkip-pessel.ac.id
Q30266486,,,1993,
Q30257668,,,,
Q140868854,,,2014,https://pbcar.healthsci.mcmaster.ca
Q651133,11000,,1918,
Q60749347,,,2018,https://dypiu.ac.in
Q5157509,,,2004,
Q534515,,,1950,https://www.ui.ac.id
Q7895267,,,1966,
Q8044698,,,,
Q6747091,,,2004,https://www.mru.edu.in
Q3551836,,,1959,https://upc.ac.cd/
Q3578104,,,1953,https://encpb.org
Q17064466,,,1998,
Q28122504,26131,,,
Q11525593,803,,1964,
Q18922100,,,1973,
Q30257757,,,1991,
Q30257746,,,1993,https://www.muiv.ru/
Q4857614,418,,1943,
Q16128755,,,1995,
Q109911715,,,,
Q8048282,,,2005,
Q30263476,,,,
Q12065536,,,1952,
Q2281517,70000,,1896,https://en.scu.edu.cn
Q1274578,,,2004,https://www.uer.it
Q138460657,,,2014,https://idecu.conicet.gov.ar
Q141194508,,,2007,https://shrm.edu.sg
Q7294908,,,2010,
Q30272243,,,2000,
Q27982784,,,1999,
Q11123301,,,1965,
Q7122801,,,1976,
Q30261826,,,1976,
Q7896472,,,1945,
Q8052081,,,1989,
Q10829043,,,,
Q23808525,,,1960,
Q136663747,,,1980,https://inenco.unsa.edu.ar
Q1667019,,,1994,
Q5072115,,,1994,
Q1758009,25063,,1970,https://ug.edu.pl
Q18484150,,,1941,
Q5302745,,,1955,
Q80805367,,,,https://www.dhsh.de/
Q4273696,,,2005,
Q116959466,,,1983,https://www.uod.edu.do
Q10932366,,,1992,
Q28813667,,,1972,
Q5576619,20671,,1974,https://www.unicen.edu.ar/
Q7649440,,,2001,
Q1492202,250,,2003,
Q6973743,,,1961,
Q137456493,,,2007,https://ulsaoaxaca.edu.mx
Q109913715,,,2015,https://www.staisarsingkil.ac.id
Q6070946,,,1952,
Q12074596,,,1991,
Q109911139,,,2005,https://www.stkyakobus.ac.id
Q5950451,,,1990,
Q30266447,,,2007,
Q4208095,,,1998,
Q140351689,,,2005,https://www.mcn.uni-muenchen.de
Q12471232,,,1989,https://web.poltekbangsby.ac.id/
Q5450199,5640,,1965,
Q5087818,,,1994,
Q12523478,,,1990,https://trunajaya.id
Q1549932,30000,,1882,
Q7077704,,,1946,
Q52855949,,,1956,
Q10336543,,,1968,https://www.nesop.com
Q22080565,,,2012,
Q17078083,,,2007,
Q8004456,,,1940,
Q2562148,,,1971,
Q12513136,,,,
Q138655040,,,1987,https://ihaal.institutos.filo.uba.ar
Q5330560,,,1907,
Q109913813,,,1969,https://akperrscikini.ac.id/
Q3010020,,,1967,
Q13115862,,,1968,
Q1190852,100827,,1909,
Q6784557,5665,,1966,
Q50040718,,,1964,
Q3537680,,,1978,https://www.ou.ac.lk/
Q5254290,,,2003,
Q107724127,,,2003,https://cocinkku.org/
Q6869714,,,2008,
Q125761935,,,,https://unp.edu.ni
Q6733497,,,1997,
Q6080279,,,1965,https://www.ishikawa-nct.ac.jp/
Q5042860,1976,,1929,https://www.carlow.edu/
Q135398176,,,,https://innovationsocialeusp.ca/crits/
Q5055806,,,1975,
Q3551732,,,2011,
Q7894362,,,1902,
Q135983392,,,2001,https://tessfp.edomex.gob.mx
Q141195559,,,2001,https://kingsuniversitycollege.edu.my
Q3547651,,,1969,https://www.rtu.edu.ph/
Q6879735,,,1963,
Q115376,26341,,1867,
Q4902173,,,1992,https://www.bnmu.ac.in
Q7571428,886,,1911,https://swlaw.edu
Q109919622,,,2007,https://stikesmi.ac.id
Q7060262,,,2012,https://nwu.edu.ng/web/
Q7681273,,,1997,https://www.tndalu.ac.in
Q5765247,,,1881,
Q2732297,,,1954,
Q5589958,,,2005,
Q4855002,,,2001,https://www.gstu.edu.bd/
Q30293769,,,,
Q1822432,,,1921,
Q470963,50000,,1958,https://www.fzu.edu.cn/
Q1335573,5115,,1880,https://emerson.edu/
Q6098422,,,2007,
Q10942544,,,,
Q3339059,1076,,1891,
Q39059776,,,1966,
Q109919499,,,2019,https://www.stikesintanmartapura.ac.id
Q109910742,,,2018,https://www.bsi.ac.id
Q109919224,,,1999,https://www.stiesa.ac.id
Q30253885,,,1917,
Q6426891,,,1982,
Q7558060,,,2018,
Q112676332,,,,https://www.cync.edu.cn/
Q39054214,,,,
Q30266579,,,,
Q141194654,,,2014,https://bmu.edu.vn
Q579314,,,1977,
Q126900770,,,1956,https://www.bpa.edu.rs/
Q10387826,,,1909,https://ufla.br/
Q17030047,,,1958,
Q18484184,,,,
Q10302891,,,1946,
Q573144,14335,,1993,https://www.ujaen.es
Q7109087,,,1908,https://www.otsuma.ac.jp
Q141195499,,,1992,https://ucyp.edu.my
Q30263525,,,2000,
Q6817158,,,1915,
Q22101066,,,1984,https://www.tsguas.edu.cn/
Q1566138,7117,,1900,
Q5348583,,,1945,https://uwajimasuisan-h.esnet.ed.jp
Q45133425,,,,https://www.unsw.adfa.edu.au/
Q14681667,,,1994,
Q7674488,,,1967,https://awl.edu.pl/
Q5457900,2049,,,
Q941855,4146,,1969,https://www.uis.edu/
Q7896523,23504,,1991,https://uniuyo.edu.ng
Q29467179,,,2017,
Q4770460,,,1898,https://www.aqnu.edu.cn/
Q133810527,,,,https://sbiims.edu.in
Q18484241,,,,
Q8044115,,,1981,
Q5445466,972,,1913,https://www.ferrum.edu/
Q134251276,,,1991,https://unimtech.edu.sl
Q108737505,,,1995,
Q4906269,2426,,2003,
Q133811876,,,,https://uadventus.ro
Q10387844,,,2000,
Q218506,40000,,1666,https://www.lu.se
Q15903527,,,2002,
Q7895365,,,2000,
Q633561,,,1542,https://unizar.es/
Q129343248,,,2022,
Q622137,7067,,1865,https://www2.lehigh.edu/
Q1231433,4216,,1997,https://www.unibz.it
Q116971904,,,2018,https://www.atriauniversity.edu.in
Q4220223,25000,,1956,
Q52663306,,,,
Q136663553,,,,https://www.chrc.pt
Q7895627,,,2002,https://ulab.edu.bd
Q1370721,10946,,1916,
Q65164557,,,,
Q4855343,,,1973,
Q102228406,,,,
Q109922653,,,,https://web.poltekkesmamuju.ac.id
Q115616935,,,2021,
Q28381317,,,2015,
Q52848172,,,1977,
Q1378320,1667,,1864,https://swarthmore.edu
Q61801427,,,,https://www.ktncollegeofpharmacy.net
Q1804769,,,1953,https://urk.edu.pl/
Q131429619,,,2022,https://ltu.edu.np/
Q7569426,1271,,,
Q595437,,,1950,
Q2994526,1200,,1927,https://en.shcmusic.edu.cn/
Q7071876,,,1970,
Q890684,3000,,1965,
Q2945442,,,2003,
Q30263543,,,,
Q18467811,,,,
Q132803511,,,,https://asmcpilibhit.com
Q135095446,,,,https://www.unimaisedu.com.br
Q141194264,,,1991,https://www.trainingvision.com.sg
Q48798628,,,2007,
Q6806451,3083,,1824,https://web.musc.edu/
Q4126645,,,1994,
Q7563973,,,1969,
Q30257158,,,,
Q19747764,,,2020,
Q314089,18183,,1971,
Q109911877,,,,https://www.poltekkesbandung.ac.id
Q140907980,,,2011,https://inaya.edu.sa
Q896706,3639,,1991,
Q5547686,9274,,1828,https://www.augusta.edu/
Q4897887,,,1947,https://www.betheluniversity.edu
